Ticker,CIK,Company,Exchange,Country,Currency,Sector,Industry,MarketCap,Price,UpdatedAt,BidPrice,AskPrice,BidSize,AskSize,AfterHoursVolume,QuoteTimestamp,Spread,SpreadPct
INAC,0002063816,Indigo Acquisition Corp.,NASDAQ,KY,USD,Financial Services,Shell Companies,148287750.0,10.05,2025-11-05T12:38:51.664912,9.93,10.05,1.0,1.0,600.0,2025-11-04T21:00:00Z,0.120000000000001,1.201201201201211
OCCI,0001716951,"OFS Credit Company, Inc.",NASDAQ,US,USD,Financial Services,Asset Management,126995858.0,4.59,2025-11-05T12:38:51.665041,4.56,4.6,100.0,3555.0,585793.0,2025-11-05T12:39:43Z,0.040000000000000036,0.873362445414848
FOSL,0000883569,"Fossil Group, Inc.",NASDAQ,US,USD,Consumer Cyclical,Luxury Goods,105398686.0,1.96,2025-11-05T12:38:51.665115,1.9,1.99,104.0,75.0,474644.0,2025-11-05T12:39:43Z,0.09000000000000008,4.627249357326483
RPID,0001380106,"Rapid Micro Biosystems, Inc.",NASDAQ,US,USD,Healthcare,Medical - Devices,118866714.0,2.7,2025-11-05T12:38:51.665162,2.65,2.71,1.0,303.0,64049.0,2025-11-05T12:39:44Z,0.06000000000000005,2.238805970149256
NCTY,0001296774,The9 Limited,NASDAQ,CN,USD,Technology,Electronic Gaming & Multimedia,37931776.0,8.11,2025-11-05T12:38:51.665200,8.0,8.11,1.0,11.0,31756.0,2025-11-05T12:40:34Z,0.10999999999999943,1.3656114214773363
TGE,0002053456,Generation Essentials Group,NYSE,FR,USD,Technology,Media & Entertainment,53520071.0,1.26,2025-11-05T12:38:51.665454,1.18,1.2,297.0,60.0,0.0,2025-11-05T12:40:59Z,0.020000000000000018,1.6806722689075646
LUCD,0001799011,Lucid Diagnostics Inc.,NASDAQ,US,USD,Healthcare,Medical - Devices,112957381.0,1.11,2025-11-05T12:38:51.665897,1.09,1.13,1000.0,2000.0,850496.0,2025-11-05T00:20:54Z,0.039999999999999813,3.603603603603587
OPAD,0001825024,Offerpad Solutions Inc.,NYSE,US,USD,Real Estate,Real Estate - Services,52880566.0,1.73,2025-11-05T12:38:51.666127,1.7,1.77,100.0,100.0,0.0,2025-11-05T12:41:12Z,0.07000000000000006,4.034582132564846
CURR,0001862935,"Currenc Group, Inc.",NASDAQ,SG,USD,Financial Services,Financial - Credit Services,187168301.0,2.46,2025-11-05T12:38:51.666300,2.32,2.36,5.0,13.0,0.0,2025-11-05T12:40:03Z,0.040000000000000036,1.7094017094017109
QMCO,0000709283,Quantum Corporation,NASDAQ,US,USD,Technology,Computer Hardware,53052083.0,8.49,2025-11-05T12:38:51.666338,8.55,8.71,29.0,12.0,7983.0,2025-11-05T12:40:46Z,0.16000000000000014,1.8539976825028983
BMEA,0001840439,"Biomea Fusion, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,74965333.0,1.26,2025-11-05T12:38:51.667024,1.29,1.3,801.0,2000.0,0.0,2025-11-05T12:40:25Z,0.010000000000000009,0.7722007722007729
YOUL,0002028177,Youlife Group Inc. American Depositary Shares,NASDAQ,US,USD,Consumer Defensive,Education & Training Services,142971167.0,1.88,2025-11-05T12:38:51.667210,1.82,1.9,300.0,1000.0,37703.0,2025-11-05T12:40:52Z,0.07999999999999985,4.301075268817196
SKYE,0001516551,"Skye Bioscience, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,44003528.0,1.42,2025-11-05T12:38:51.667550,1.43,1.5,10.0,160.0,0.0,2025-11-05T12:41:12Z,0.07000000000000006,4.778156996587035
ANIX,0000715446,"Anixa Biosciences, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,130667615.0,3.97,2025-11-05T12:38:51.667821,3.9,3.96,10.0,1000.0,189552.0,2025-11-05T12:38:24Z,0.06000000000000005,1.5267175572519098
MLGO,0001800392,MicroAlgo Inc.,NASDAQ,CN,USD,Technology,Software - Infrastructure,97051682.0,8.87,2025-11-05T12:38:51.667901,8.76,8.92,1.0,1.0,0.0,2025-11-04T21:00:02Z,0.16000000000000014,1.8099547511312233
ARMP,0000921114,"Armata Pharmaceuticals, Inc.",AMEX,US,USD,Healthcare,Biotechnology,175352435.0,4.84,2025-11-05T12:38:51.668354,4.7,4.84,50.0,3.0,64275.0,2025-11-05T12:40:26Z,0.13999999999999968,2.935010482180287
LHSW,0002004024,Lianhe Sowell International Group Ltd Ordinary Shares,NASDAQ,CN,USD,Technology,Information Technology Services,97240000.0,1.87,2025-11-05T12:38:51.668462,1.88,1.9,1.0,6.0,114607.0,2025-11-04T21:00:00Z,0.020000000000000018,1.0582010582010593
GUTS,0001572616,"Fractyl Health, Inc. Common Stock",NASDAQ,US,USD,Healthcare,Biotechnology,80857022.0,1.12,2025-11-05T12:38:51.668511,1.12,1.15,1.0,3805.0,1830266.0,2025-11-05T00:20:55Z,0.029999999999999805,2.6431718061673837
ATRA,0001604464,"Atara Biotherapeutics, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,86313063.0,12.29,2025-11-05T12:38:51.669348,12.29,12.4,599.0,1500.0,103517.0,2025-11-05T12:41:23Z,0.11000000000000121,0.8910490076954332
CHMI,0001571776,Cherry Hill Mortgage Investment Corporation,NYSE,US,USD,Real Estate,REIT - Mortgage,84345534.0,2.34,2025-11-05T12:38:51.670088,2.32,2.37,3.0,6500.0,0.0,2025-11-05T12:40:41Z,0.050000000000000266,2.13219616204692
LCCC,0002049248,Lakeshore Acquisition III Corp.,NASDAQ,KY,USD,Financial Services,Shell Companies,90118600.0,10.12,2025-11-05T12:38:51.670718,10.11,10.25,982.0,946.0,7670.0,2025-11-05T00:20:55Z,0.14000000000000057,1.3752455795677856
APLT,0001697532,"Applied Therapeutics, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,145452246.0,1.01,2025-11-05T12:38:51.670803,1.0,1.04,100.0,18.0,1271594.0,2025-11-05T00:16:24Z,0.040000000000000036,3.921568627450984
PRLD,0001678660,Prelude Therapeutics Incorporated,NASDAQ,US,USD,Healthcare,Biotechnology,97124451.0,1.76,2025-11-05T12:38:51.671654,1.66,1.67,9.0,2240.0,37374.0,2025-11-05T12:41:23Z,0.010000000000000009,0.6006006006006012
CNTY,0000911147,"Century Casinos, Inc.",NASDAQ,US,USD,Consumer Cyclical,"Gambling, Resorts & Casinos",55837937.0,1.86,2025-11-05T12:38:51.671735,1.81,1.9,25.0,4000.0,63071.0,2025-11-05T12:41:21Z,0.08999999999999986,4.8517520215633345
FLL,0000891482,"Full House Resorts, Inc.",NASDAQ,US,USD,Consumer Cyclical,"Gambling, Resorts & Casinos",87028710.0,2.41,2025-11-05T12:38:51.671850,2.41,2.44,10000.0,420.0,181332.0,2025-11-05T12:40:04Z,0.029999999999999805,1.2371134020618477
OXSQ,0001259429,Oxford Square Capital Corp.,NASDAQ,US,USD,Financial Services,Asset Management,146705048.0,1.88,2025-11-05T12:38:51.672845,1.88,1.92,1.0,2.0,527052.0,2025-11-04T21:00:00Z,0.040000000000000036,2.105263157894739
PELI,0002037431,Pelican Acquisition Corporation Ordinary Shares,NASDAQ,US,USD,Financial Services,Asset Management,121427350.0,10.12,2025-11-05T12:38:51.673076,10.05,10.13,980.0,1710.0,3614.0,2025-11-05T00:59:36Z,0.08000000000000007,0.7928642220019828
HSPT,0002032950,Horizon Space Acquisition II Corp.,NASDAQ,US,USD,Financial Services,Shell Companies,94341200.0,10.39,2025-11-05T12:38:51.673162,10.35,10.4,1000.0,1000.0,586.0,2025-11-04T21:24:31Z,0.05000000000000071,0.4819277108433803
CHAR,0002024459,Charlton Aria Acquisition Corporation,NASDAQ,US,USD,Financial Services,Shell Companies,114145650.0,10.41,2025-11-05T12:38:51.673256,10.39,10.41,50.0,239.0,200.0,2025-11-04T20:50:22Z,0.019999999999999574,0.1923076923076882
QSEA,0002047455,Quartzsea Acquisition Corporation,NASDAQ,US,USD,Financial Services,Shell Companies,116152782.0,10.18,2025-11-05T12:38:51.673350,10.15,10.27,10.0,50.0,1534.0,2025-11-04T21:00:00Z,0.11999999999999922,1.1753183153770737
HOFT,0001077688,Hooker Furnishings Corporation,NASDAQ,US,USD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",96920643.0,9.09,2025-11-05T12:38:51.673411,9.07,9.15,220.0,218.0,49847.0,2025-11-05T09:01:14Z,0.08000000000000007,0.8781558726673994
PNBK,0001098146,"Patriot National Bancorp, Inc.",NASDAQ,US,USD,Financial Services,Banks - Regional,116637384.0,1.2,2025-11-05T12:38:51.673444,1.17,1.2,52.0,85.0,292327.0,2025-11-05T12:41:22Z,0.030000000000000027,2.531645569620255
SOL,0001417892,"Emeren Group, Ltd.",NYSE,US,USD,Energy,Solar,95971433.0,1.87,2025-11-05T12:38:51.673539,1.84,1.89,606.0,750.0,0.0,2025-11-05T12:41:23Z,0.04999999999999982,2.6809651474530733
CGTX,0001455365,"Cognition Therapeutics, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,115524040.0,1.57,2025-11-05T12:38:51.673595,1.57,1.62,5400.0,500.0,0.0,2025-11-05T12:41:12Z,0.050000000000000044,3.1347962382445167
FBIO,0001429260,"Fortress Biotech, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,73493368.0,2.47,2025-11-05T12:38:51.673718,2.45,2.48,3.0,1.0,0.0,2025-11-05T12:41:14Z,0.029999999999999805,1.2170385395537446
EQ,0001746466,"Equillium, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,51150901.0,1.44,2025-11-05T12:38:51.673741,1.43,1.5,30.0,4761.0,481134.0,2025-11-05T00:20:54Z,0.07000000000000006,4.778156996587035
HQI,0001140102,"HireQuest, Inc.",NASDAQ,US,USD,Industrials,Staffing & Employment Services,117876000.0,8.36,2025-11-05T12:38:51.673867,8.3,8.42,300.0,165.0,11003.0,2025-11-04T21:10:04Z,0.11999999999999922,1.435406698564584
STEM,0001758766,"Stem, Inc.",NYSE,US,USD,Technology,Software - Infrastructure,148254958.0,17.67,2025-11-05T12:38:51.673990,17.86,17.97,2.0,98.0,0.0,2025-11-05T12:41:25Z,0.10999999999999943,0.6140106056377306
CFSB,0001879103,"CFSB Bancorp, Inc.",NASDAQ,US,USD,Financial Services,Banks - Regional,93317194.0,14.25,2025-11-05T12:38:51.674064,14.24,14.25,3936.0,243.0,12367.0,2025-10-31T23:45:36Z,0.009999999999999787,0.0702000702000687
HMR,0002029471,Heidmar Maritime Holdings Corp.,NASDAQ,TW,USD,Industrials,Marine Shipping,73861445.0,1.27,2025-11-05T12:38:51.674175,1.29,1.35,66.0,50.0,0.0,2025-11-05T12:41:23Z,0.06000000000000005,4.545454545454549
EHTH,0001333493,"eHealth, Inc.",NASDAQ,US,USD,Financial Services,Insurance - Brokers,150646902.0,4.93,2025-11-05T12:38:51.674238,4.8,4.84,500.0,98.0,222568.0,2025-11-05T12:41:11Z,0.040000000000000036,0.8298755186721999
RCT,0002027360,RedCloud Holdings plc,NASDAQ,GB,USD,Technology,Software - Application,86241944.0,1.95,2025-11-05T12:38:51.674270,1.89,1.98,5325.0,100.0,0.0,2025-11-05T12:40:41Z,0.09000000000000008,4.651162790697678
DHX,0001393883,"DHI Group, Inc.",NYSE,US,USD,Industrials,Staffing & Employment Services,90739565.0,1.89,2025-11-05T12:38:51.675221,1.86,1.95,1.0,1300.0,0.0,2025-11-05T12:41:20Z,0.08999999999999986,4.72440944881889
LSE,0001985139,"Leishen Energy Holding Co., Ltd.",NASDAQ,CN,USD,Energy,Oil & Gas Equipment & Services,89211000.0,5.24,2025-11-05T12:38:51.675454,5.2,5.24,17.0,11.0,1688.0,2025-11-05T12:41:24Z,0.040000000000000036,0.7662835249042151
NOEM,0001956648,CO2 Energy Transition Corp. Common Stock,NASDAQ,US,USD,Financial Services,Financial - Conglomerates,98158080.0,10.24,2025-11-05T12:38:51.675624,10.15,10.25,2000.0,996.0,124.0,2025-11-05T12:41:23Z,0.09999999999999964,0.9803921568627416
FNGR,0001602409,"FingerMotion, Inc.",NASDAQ,US,USD,Communication Services,Telecommunications Services,82398011.0,1.41,2025-11-05T12:38:51.675929,1.4,1.44,5.0,644.0,323413.0,2025-11-05T12:41:13Z,0.040000000000000036,2.8169014084507067
DOMH,0000012239,Dominari Holdings Inc.,NASDAQ,US,USD,Financial Services,Financial - Capital Markets,69102247.0,4.51,2025-11-05T12:38:51.676399,4.51,4.58,1.0,4.0,189750.0,2025-11-05T12:40:42Z,0.07000000000000028,1.5401540154015463
TRON,0001956744,Tron Inc.,NASDAQ,US,USD,Consumer Cyclical,Leisure,73293451.0,2.19,2025-11-05T12:38:51.676529,2.2,2.23,100.0,100.0,0.0,2025-11-05T12:40:59Z,0.029999999999999805,1.354401805869066
DPRO,0001786286,Draganfly Inc.,NASDAQ,CA,USD,Industrials,Aerospace & Defense,45477841.0,8.7,2025-11-05T12:38:51.676587,8.82,8.96,1903.0,5.0,12974.0,2025-11-05T12:41:34Z,0.14000000000000057,1.5748031496063055
LAZR,0001758057,"Luminar Technologies, Inc.",NASDAQ,US,USD,Consumer Cyclical,Auto - Parts,86254038.0,1.35,2025-11-05T12:38:51.676622,1.33,1.36,11.0,17.0,23292.0,2025-11-05T12:41:32Z,0.030000000000000027,2.2304832713754665
TCRX,0001783328,"TScan Therapeutics, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,63384714.0,1.12,2025-11-05T12:38:51.676752,1.12,1.16,318.0,32.0,1467217.0,2025-11-05T12:41:19Z,0.039999999999999813,3.5087719298245448
UYSC,0002036973,UY Scuti Acquisition Corp.,NASDAQ,US,USD,Financial Services,Shell Companies,78038566.0,10.19,2025-11-05T12:38:51.676874,10.18,10.2,1.0,0.0,23179.0,2025-11-04T21:00:00Z,0.019999999999999574,0.19627085377820977
GSIT,0001126741,"GSI Technology, Inc.",NASDAQ,US,USD,Technology,Semiconductors,254892444.0,8.76,2025-11-05T12:38:51.677433,8.61,8.75,100.0,1786.0,2218458.0,2025-11-05T12:41:14Z,0.14000000000000057,1.6129032258064582
LIDR,0001818644,"AEye, Inc.",NASDAQ,US,USD,Consumer Cyclical,Auto - Parts,89073160.0,2.23,2025-11-05T12:38:51.677462,2.29,2.32,41.0,100.0,0.0,2025-11-05T12:40:14Z,0.029999999999999805,1.3015184381778657
ATLX,0001540684,Atlas Lithium Corporation,NASDAQ,US,USD,Basic Materials,Other Precious Metals,86362269.0,4.41,2025-11-05T12:38:51.677496,4.44,4.54,5.0,921.0,444716.0,2025-11-05T12:41:22Z,0.09999999999999964,2.2271714922048917
PLRX,0001746473,"Pliant Therapeutics, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,98834928.0,1.61,2025-11-05T12:38:51.677623,1.62,1.66,35.0,144.0,441845.0,2025-11-05T12:41:22Z,0.039999999999999813,2.439024390243891
BDMD,0001982444,Baird Medical Investment Holdings Limited,NASDAQ,CN,USD,Healthcare,Medical - Devices,44789238.0,1.21,2025-11-05T12:38:51.678430,1.17,1.22,1.0,200.0,156878.0,2025-11-05T12:41:15Z,0.050000000000000044,4.184100418410046
WSBK,0002047235,"Winchester Bancorp, Inc. Common Stock",NASDAQ,US,USD,Financial Services,Banks - Regional,89514471.0,9.63,2025-11-05T12:38:51.679285,9.6,9.63,1.0,1.0,1692.0,2025-11-03T21:00:01Z,0.030000000000001137,0.3120124804992318
PSQH,0001847064,"PSQ Holdings, Inc.",NYSE,US,USD,Technology,Software - Application,87269018.0,1.9,2025-11-05T12:38:51.679459,1.93,1.98,100.0,28.0,0.0,2025-11-05T12:42:12Z,0.050000000000000044,2.55754475703325
INCR,0001857030,InterCure Ltd.,NASDAQ,IL,USD,Healthcare,Drug Manufacturers - Specialty & Generic,75227400.0,1.38,2025-11-05T12:38:51.679614,1.37,1.44,1.0,300.0,10773.0,2025-11-05T00:20:55Z,0.06999999999999984,4.982206405693939
IRBT,0001159167,iRobot Corporation,NASDAQ,US,USD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",84065964.0,2.68,2025-11-05T12:38:51.679785,2.73,2.74,397.0,138.0,6134.0,2025-11-05T12:41:26Z,0.010000000000000231,0.36563071297989874
OVID,0001636651,Ovid Therapeutics Inc.,NASDAQ,US,USD,Healthcare,Biotechnology,94575654.0,1.33,2025-11-05T12:38:51.679870,1.28,1.29,3010.0,100.0,0.0,2025-11-05T12:41:16Z,0.010000000000000009,0.7782101167315181
CTM,0001877939,"Castellum, Inc.",AMEX,US,USD,Technology,Information Technology Services,118110742.0,1.27,2025-11-05T12:38:51.680216,1.26,1.28,900.0,800.0,0.0,2025-11-05T12:40:46Z,0.020000000000000018,1.5748031496063006
OMEX,0000798528,"Odyssey Marine Exploration, Inc.",NASDAQ,US,USD,Industrials,Specialty Business Services,56443290.0,1.79,2025-11-05T12:38:51.680741,1.78,1.79,18.0,200.0,2807.0,2025-11-05T12:33:54Z,0.010000000000000009,0.5602240896358548
PEPG,0001835597,PepGen Inc.,NASDAQ,US,USD,Healthcare,Biotechnology,148584394.0,4.53,2025-11-05T12:38:51.680875,4.51,4.52,270.0,100.0,496039.0,2025-11-05T12:41:23Z,0.009999999999999787,0.22148394241417027
HYPR,0001833769,"Hyperfine, Inc.",NASDAQ,US,USD,Healthcare,Medical - Devices,81847678.0,1.04,2025-11-05T12:38:51.680906,1.06,1.09,300.0,100.0,591964.0,2025-11-05T12:41:12Z,0.030000000000000027,2.7906976744186065
FGMC,0001906133,FG Merger Corp.,NASDAQ,US,USD,Financial Services,Shell Companies,103112437.0,10.015,2025-11-05T12:38:51.680986,9.93,10.04,2.0,0.0,9407.0,2025-10-28T13:30:02Z,0.10999999999999943,1.1016524787180715
IPOD,0002041047,Dune Acquisition Corporation II,NASDAQ,US,USD,Financial Services,Shell Companies,147290208.0,10.17,2025-11-05T12:38:51.681012,10.11,10.15,4.0,18.0,24072.0,2025-10-10T20:00:00Z,0.040000000000000924,0.3948667324777979
HAIN,0000910406,"The Hain Celestial Group, Inc.",NASDAQ,US,USD,Consumer Defensive,Packaged Foods,100224955.0,1.11,2025-11-05T12:38:51.681038,1.11,1.16,2.0,2.0,2443427.0,2025-11-05T12:41:23Z,0.04999999999999982,4.405286343612319
BAER,0001941536,"Bridger Aerospace Group Holdings, Inc. Common Stock",NASDAQ,US,USD,Industrials,Security & Protection Services,92731179.0,1.67,2025-11-05T12:38:51.681271,1.6,1.67,40.0,31.0,316539.0,2025-11-05T12:41:14Z,0.06999999999999984,4.281345565749225
SLNH,0000064463,"Soluna Holdings, Inc.",NASDAQ,US,USD,Technology,"Hardware, Equipment & Parts",91251035.0,3.03,2025-11-05T12:38:51.884762,3.0,3.09,49.0,67.0,18549.0,2025-11-04T21:00:00Z,0.08999999999999986,2.9556650246305374
LOAN,0001080340,"Manhattan Bridge Capital, Inc.",NASDAQ,US,USD,Real Estate,REIT - Mortgage,56964482.0,4.98,2025-11-05T12:38:51.886337,4.95,5.0,100.0,500.0,12924.0,2025-11-05T12:41:20Z,0.04999999999999982,1.0050251256281373
UAVS,0000008504,"AgEagle Aerial Systems, Inc.",AMEX,US,USD,Technology,Computer Hardware,55705170.0,1.64,2025-11-05T12:38:51.886416,1.62,1.7,201.0,250.0,0.0,2025-11-05T12:41:12Z,0.07999999999999985,4.819277108433726
CAMP,0001736730,CAMP4 Therapeutics Corporation,NASDAQ,US,USD,Healthcare,Biotechnology,76007245.0,3.77,2025-11-05T12:38:51.886616,3.77,3.8,21.0,31.0,70466.0,2025-11-05T12:40:02Z,0.029999999999999805,0.7926023778071282
NTWK,0001039280,"NetSol Technologies, Inc.",NASDAQ,US,USD,Technology,Software - Application,48432552.0,4.11,2025-11-05T12:38:51.886897,4.02,4.05,400.0,40.0,37415.0,2025-11-05T12:41:13Z,0.03000000000000025,0.7434944237918277
CELU,0001752828,Celularity Inc.,NASDAQ,US,USD,Healthcare,Biotechnology,39492688.0,1.72,2025-11-05T12:38:51.887728,1.67,1.75,30.0,30.0,0.0,2025-11-05T12:31:03Z,0.08000000000000007,4.678362573099419
ACRV,0001781174,"Acrivon Therapeutics, Inc. Common Stock",NASDAQ,US,USD,Healthcare,Biotechnology,67626337.0,2.15,2025-11-05T12:38:51.887797,2.12,2.16,605.0,50.0,24337.0,2025-11-05T12:41:22Z,0.040000000000000036,1.8691588785046744
NEON,0000087050,Neonode Inc.,NASDAQ,SE,USD,Technology,"Hardware, Equipment & Parts",47327840.0,2.82,2025-11-05T12:38:51.887969,2.75,2.8,50.0,121.0,440508.0,2025-11-05T12:39:15Z,0.04999999999999982,1.8018018018017956
GMM,0001168164,Global Mofy Metaverse Limited,NASDAQ,CN,USD,Technology,Information Technology Services,54056512.0,1.85,2025-11-05T12:38:51.888018,1.8,1.84,20.0,9.0,10323.0,2025-11-05T12:41:15Z,0.040000000000000036,2.1978021978021998
SELF,0001031235,"Global Self Storage, Inc.",NASDAQ,US,USD,Real Estate,REIT - Industrial,56464440.0,4.98,2025-11-05T12:38:51.888069,4.95,5.0,2.0,20.0,11313.0,2025-11-05T12:42:13Z,0.04999999999999982,1.0050251256281373
CLST,0001849867,"Catalyst Bancorp, Inc.",NASDAQ,US,USD,Financial Services,Banks - Regional,60839919.0,14.7,2025-11-05T12:38:51.888534,14.35,14.59,39.0,0.0,8804.0,2025-11-05T00:55:22Z,0.2400000000000002,1.6586040082930218
FSEA,0001943802,First Seacoast Bancorp,NASDAQ,US,USD,Financial Services,Banks - Regional,54690226.0,11.63,2025-11-05T12:38:51.888591,11.6,11.8,92.0,3.0,596.0,2025-11-04T20:59:56Z,0.20000000000000107,1.7094017094017186
SACH,0001682220,Sachem Capital Corp.,AMEX,US,USD,Real Estate,REIT - Mortgage,50182825.0,1.06,2025-11-05T12:38:51.888655,1.05,1.1,420.0,10050.0,0.0,2025-11-05T12:41:19Z,0.050000000000000044,4.651162790697678
MAIA,0001878313,"MAIA Biotechnology, Inc.",AMEX,US,USD,Healthcare,Biotechnology,36292542.0,1.1,2025-11-05T12:38:51.888695,1.05,1.1,770.0,300.0,0.0,2025-11-05T12:41:13Z,0.050000000000000044,4.651162790697678
CSTE,0001504379,Caesarstone Ltd.,NASDAQ,IL,USD,Industrials,Construction,36283590.0,1.05,2025-11-05T12:38:51.889176,1.04,1.09,215.0,2100.0,263729.0,2025-11-05T12:41:10Z,0.050000000000000044,4.694835680751178
TORO,0001941131,Toro Corp.,NASDAQ,CY,USD,Industrials,Marine Shipping,67901692.0,3.56,2025-11-05T12:38:51.889345,3.5,3.59,72.0,150.0,19098.0,2025-11-05T12:40:41Z,0.08999999999999986,2.538787023977429
NUKK,0001592782,Nukkleus Inc.,NASDAQ,US,USD,Technology,Software - Application,45589406.0,6.45,2025-11-05T12:38:51.890615,6.5,6.61,800.0,426.0,1078.0,2025-11-05T12:41:23Z,0.11000000000000032,1.6781083142639257
LIMN,0001831874,"Liminatus Pharma, Inc. Class A Common Stock",NASDAQ,US,USD,Healthcare,Biotechnology,34372084.0,1.27,2025-11-05T12:38:51.891075,1.25,1.27,149.0,274.0,0.0,2025-11-05T12:38:35Z,0.020000000000000018,1.5873015873015885
MOGO,0001602842,Mogo Inc.,NASDAQ,CA,USD,Technology,Software - Infrastructure,36020896.0,1.48,2025-11-05T12:38:51.891164,1.44,1.5,10.0,100.0,87820.0,2025-11-05T12:41:13Z,0.06000000000000005,4.081632653061228
RMTI,0001041024,"Rockwell Medical, Inc.",NASDAQ,US,USD,Healthcare,Drug Manufacturers - Specialty & Generic,35807566.0,1.04,2025-11-05T12:38:51.891253,1.05,1.09,91.0,2000.0,376730.0,2025-11-05T12:40:41Z,0.040000000000000036,3.738317757009349
MAMK,0002008007,MaxsMaking Inc. Class A Ordinary Shares,NASDAQ,US,USD,Consumer Cyclical,Apparel - Footwear & Accessories,106495527.0,7.1,2025-11-05T12:38:51.891515,7.08,7.15,1.0,1.0,0.0,2025-11-04T21:00:02Z,0.07000000000000028,0.9838369641602288
DFLI,0001847986,Dragonfly Energy Holdings Corp.,NASDAQ,US,USD,Industrials,Electrical Equipment & Parts,65219318.0,1.05,2025-11-05T12:38:51.891763,1.06,1.07,18.0,3.0,0.0,2025-11-05T12:41:29Z,0.010000000000000009,0.9389671361502356
CCEL,0000862692,"Cryo-Cell International, Inc.",NASDAQ,US,USD,Healthcare,Medical - Care Facilities,34930931.0,4.3373,2025-11-05T12:38:51.892277,4.3,4.39,1000.0,100.0,0.0,2025-11-04T20:57:22Z,0.08999999999999986,2.07134637514384
XTIA,0001529113,"XTI Aerospace, Inc.",NASDAQ,US,USD,Industrials,Aerospace & Defense,25225494.0,1.47,2025-11-05T12:38:51.892823,1.47,1.5,37.0,18.0,261.0,2025-11-05T12:41:26Z,0.030000000000000027,2.020202020202022
LUNG,0001127537,Pulmonx Corporation,NASDAQ,US,USD,Healthcare,Medical - Devices,70084076.0,1.72,2025-11-05T12:38:51.892856,1.67,1.72,273.0,1.0,4482.0,2025-11-05T12:42:32Z,0.050000000000000044,2.949852507374634
HKIT,0001742341,Hitek Global Inc.,NASDAQ,CN,USD,Technology,Software - Application,58601872.0,2.0,2025-11-05T12:38:51.892910,2.03,2.09,15251.0,500.0,64478.0,2025-11-05T12:41:22Z,0.06000000000000005,2.912621359223304
TPCS,0001328792,TechPrecision Corporation,NASDAQ,US,USD,Industrials,Manufacturing - Metal Fabrication,44108484.0,4.57,2025-11-05T12:38:51.892943,4.5,4.6,15.0,200.0,12683.0,2025-11-05T12:42:33Z,0.09999999999999964,2.19780219780219
RGS,0000716643,Regis Corporation,NASDAQ,US,USD,Consumer Cyclical,Personal Products & Services,71495984.0,29.35,2025-11-05T12:38:51.893188,28.75,29.25,49.0,1.0,5400.0,2025-11-05T12:41:22Z,0.5,1.7241379310344827
BTCM,0001517496,BIT Mining Limited,NYSE,US,USD,Technology,Information Technology Services,33442500.0,2.73,2025-11-05T12:38:51.893547,2.74,2.82,104.0,3.0,389440.0,2025-10-17T20:00:02Z,0.07999999999999963,2.877697841726605
BTAI,0001720893,"BioXcel Therapeutics, Inc.",NASDAQ,US,USD,Healthcare,Biotechnology,36543050.0,1.86,2025-11-05T12:38:51.894022,1.84,1.9,8.0,8.0,1647.0,2025-11-04T21:00:00Z,0.05999999999999983,3.208556149732611
PODC,0001940177,"PodcastOne, Inc.",NASDAQ,US,USD,Communication Services,Internet Content & Information,57050562.0,2.16,2025-11-05T12:38:51.894167,2.17,2.21,2.0,1.0,38572.0,2025-11-04T21:00:00Z,0.040000000000000036,1.8264840182648419
SPCB,0001291855,SuperCom Ltd.,NASDAQ,IL,USD,Industrials,Security & Protection Services,44927830.0,10.1,2025-11-05T12:38:51.894251,10.06,10.16,1000.0,1.0,48020.0,2025-11-05T12:41:24Z,0.09999999999999964,0.9891196834816979
YXT,0001872090,Yxt.Com Group Holding Ltd,NASDAQ,KY,USD,Technology,Software - Application,61183905.0,1.025,2025-11-05T12:38:51.894422,0.8201,1.09,1.0,40.0,4245.0,2025-11-05T00:59:46Z,0.26990000000000003,28.26030050782682
BEEM,0001398805,Beam Global,NASDAQ,US,USD,Energy,Solar,33932546.0,2.26,2025-11-05T12:38:51.894543,2.26,2.29,155.0,3990.0,310174.0,2025-11-05T12:41:21Z,0.03000000000000025,1.3186813186813295
USIO,0001088034,"Usio, Inc.",NASDAQ,US,USD,Technology,Information Technology Services,39081278.0,1.475,2025-11-05T12:38:51.894686,1.45,1.5,10000.0,10.0,58299.0,2025-11-05T12:41:25Z,0.050000000000000044,3.3898305084745792
LVTX,0001840748,LAVA Therapeutics N.V.,NASDAQ,NL,USD,Healthcare,Biotechnology,42746104.0,1.625,2025-11-05T12:38:51.894719,1.57,1.64,4600.0,3800.0,52284.0,2025-11-05T09:05:12Z,0.06999999999999984,4.361370716510893
